Name;Price;Discounted Price;Discount (%);Quantity;Units of Measurement;Category;Subcategory
gelato al limone;0.94;0.9;4.26;80;g;surgelati e gelati;coppe
gelato affogato all'amarena;0.94;0.9;4.26;80;g;surgelati e gelati;coppe
coppe gelato amarena;2.99;2.09;30.1;90;g;surgelati e gelati;coppe
coppe gelato tiramisu';2.99;2.09;30.1;90;g;surgelati e gelati;coppe
esselunga, coppette fior di latte & cacao;3.59;;;400;g;surgelati e gelati;coppe
esselunga, coppe al caffè;2.99;;;280;g;surgelati e gelati;coppe
bon bon pistacchio;2.35;1.99;15.32;180;g;surgelati e gelati;coppe
bon bon nocciola;2.35;1.99;15.32;20;pz;surgelati e gelati;coppe
bon bon fiordilatte;2.35;1.99;15.32;180;g;surgelati e gelati;coppe
gelato tiramisu';2.59;1.73;33.2;75;g;surgelati e gelati;coppe
gelato amarena/zabaione;2.59;1.73;33.2;75;g;surgelati e gelati;coppe
gelato al caffè;0.9;;;80;g;surgelati e gelati;coppe
coppa oro amarena;2.29;;;360;g;surgelati e gelati;coppe
coppe vaniglia amarena 4pz;2.29;;;350;g;surgelati e gelati;coppe
coppe al caffe' 4pz;1.99;;;280;g;surgelati e gelati;coppe
coppe panna cacao 6pz;1.99;;;330;g;surgelati e gelati;coppe
gelato soia coppa caffe';3.99;2.99;25.06;280;g;surgelati e gelati;coppe
gelato coppe al caffe';1.79;1.19;33.52;280;g;surgelati e gelati;coppe
coppetta gelato panna&cioccolato;1.69;1.33;21.3;300;g;surgelati e gelati;coppe
coppa del nonno, gusto classico;2.39;;;288;g;surgelati e gelati;coppe
minicup strawberry & cream;2.6;;;81;g;surgelati e gelati;coppe
minicup cookies&cream;2.6;;;78;g;surgelati e gelati;coppe
yogurteria o frozen yogurt caramello salato;1.49;;;80;g;surgelati e gelati;coppe
belgian chocolate;2.49;;;81;g;surgelati e gelati;coppe
coppetta gelato affogato spagnola;0.69;;;80;g;surgelati e gelati;coppe
coppa gelato affogato al cioccolato;0.69;;;80;g;surgelati e gelati;coppe
gelato skyr naturale;1.39;;;166;g;surgelati e gelati;coppe
tonitto il sorbetto limone primofiore;3.19;1.99;37.62;310;g;surgelati e gelati;sorbetti e ghiaccioli
carte d'or affogato profiterole al cioccolato;4.09;1.0;75.55;500;g;surgelati e gelati;sorbetti e ghiaccioli
algida summer mix 10 pezzi;4.59;3.21;30.07;644;g;surgelati e gelati;sorbetti e ghiaccioli
sammontana, barattolino panna;2.99;2.56;14.38;500;g;surgelati e gelati;sorbetti e ghiaccioli
fruttolosi fragola mela verde;2.39;2.29;4.18;360;g;surgelati e gelati;sorbetti e ghiaccioli
lemoniq gelato al limone con stecco di liquirizia;2.08;1.99;4.33;480;g;surgelati e gelati;sorbetti e ghiaccioli
ghiaccioli assortiti limone menta arancia amarena;2.05;2.0;2.44;700;g;surgelati e gelati;sorbetti e ghiaccioli
sorbetto ai limoni di sicilia;2.5;1.8;28.0;300;g;surgelati e gelati;sorbetti e ghiaccioli
ringo gelato snack gusto vaniglia;2.99;1.79;40.13;280;g;surgelati e gelati;sorbetti e ghiaccioli
ice limone 4 x 80 g;2.69;2.49;7.43;320;g;surgelati e gelati;sorbetti e ghiaccioli
sorbetto more mirt tonit;3.29;3.1;5.78;310;g;surgelati e gelati;sorbetti e ghiaccioli
sammontana, fruttiamo frutta in pezzi fragola;3.49;2.44;30.09;280;g;surgelati e gelati;sorbetti e ghiaccioli
sammontana, fruttiamo frutta in pezzi pesca;3.49;2.44;30.09;280;g;surgelati e gelati;sorbetti e ghiaccioli
sammontana cono cinque stelle cioccolato;2.95;2.49;15.59;450;g;surgelati e gelati;sorbetti e ghiaccioli
sammontana cinque stelle croccantino;2.99;1.79;40.13;500;g;surgelati e gelati;sorbetti e ghiaccioli
maxibon, mini;3.99;2.79;30.08;325;g;surgelati e gelati;sorbetti e ghiaccioli
carte d'or affogato triplo;4.49;2.29;49.0;500;g;surgelati e gelati;sorbetti e ghiaccioli
essegel, quelli di una volta ghiaccioli assoriti;2.79;;;700;g;surgelati e gelati;sorbetti e ghiaccioli
foglia verde, sorbetti mango;2.49;1.49;40.16;280;g;surgelati e gelati;sorbetti e ghiaccioli
sammontana, levia ghiaccioli;3.69;;;400;g;surgelati e gelati;sorbetti e ghiaccioli
calippo max super mix 5 pezzi;4.69;;;525;ml;surgelati e gelati;sorbetti e ghiaccioli
magnum mini classic almond white;5.99;3.99;33.39;297;g;surgelati e gelati;sorbetti e ghiaccioli
cubers tritato;1.59;1.11;30.19;1000;g;surgelati e gelati;sorbetti e ghiaccioli
sorbetti misti;2.59;1.81;30.12;560;g;surgelati e gelati;sorbetti e ghiaccioli
ghiacchioli mix;4.29;3.0;30.07;30;pz;surgelati e gelati;sorbetti e ghiaccioli
dolfin, polaretti fruit blu;2.99;1.99;33.44;400;ml;surgelati e gelati;sorbetti e ghiaccioli
stecco lattementa;1.99;1.39;30.15;300;g;surgelati e gelati;sorbetti e ghiaccioli
avengers super heroes ices;5.29;3.7;30.06;512;g;surgelati e gelati;sorbetti e ghiaccioli
profiteroles;6.8;4.69;31.03;500;g;surgelati e gelati;torte e dessert
viennetta vaniglia;2.75;2.19;20.36;360;g;surgelati e gelati;torte e dessert
meringata;7.49;3.33;55.54;400;g;surgelati e gelati;torte e dessert
tiramisù;2.29;1.55;32.31;500;g;surgelati e gelati;torte e dessert
tiramisu';3.95;2.0;49.37;400;g;surgelati e gelati;torte e dessert
tartufo bianco;2.45;1.83;25.31;160;g;surgelati e gelati;torte e dessert
torta gelato panna e cioccolato;4.99;3.62;27.45;700;g;surgelati e gelati;torte e dessert
dessert al gusto di cacao e vaniglia;2.2;1.99;9.55;320;g;surgelati e gelati;torte e dessert
magnum bomboniera classic almond white 12 gelati;4.19;2.25;46.3;104;g;surgelati e gelati;torte e dessert
profiterole scuro;7.9;5.46;30.89;540;g;surgelati e gelati;torte e dessert
algida - viennetta - tiramisu;4.49;3.19;28.95;400;g;surgelati e gelati;torte e dessert
sigari e ventagli;1.49;0.99;33.56;100;g;surgelati e gelati;torte e dessert
sammontana, duchessa torta gelato;8.29;;;750;g;surgelati e gelati;torte e dessert
dolci regali, profiteroles al cacao congelato;5.39;;;500;g;surgelati e gelati;torte e dessert
sorbetto al melone;1.49;1.04;30.2;275;g;surgelati e gelati;torte e dessert
fagottino cioccolato;2.99;2.09;30.1;6;pz;surgelati e gelati;torte e dessert
polar fruit girl green s/g;2.99;1.99;33.44;420;ml;surgelati e gelati;torte e dessert
tortino cioccolato;3.69;2.25;39.02;100;g;surgelati e gelati;torte e dessert
quadrotto pistacchio;3.79;2.59;31.66;75;g;surgelati e gelati;torte e dessert
fagottino crema;2.99;2.09;30.1;6;pz;surgelati e gelati;torte e dessert
dolci regali, meringata;8.09;;;400;g;surgelati e gelati;torte e dessert
l'arte del gelato, zuccotto;8.56;;;400;g;surgelati e gelati;torte e dessert
esselunga, dessert panna;2.79;;;320;g;surgelati e gelati;torte e dessert
esselunga top, strudel di mele surgelato;4.49;;;600;g;surgelati e gelati;torte e dessert
magnum, bomboniera classic;4.19;;;104;ml;surgelati e gelati;torte e dessert
sammontana torta frutti di bosco;6.69;4.01;40.06;500;g;surgelati e gelati;torte e dessert
cornetto albicocca;2.99;2.09;30.1;6;pz;surgelati e gelati;torte e dessert
sorbetto al mandarino;1.39;0.86;38.13;275;g;surgelati e gelati;torte e dessert
sorbetto al limone;1.39;0.86;38.13;275;g;surgelati e gelati;torte e dessert
frozen yogurt greco cioccolato;2.99;1.79;40.13;320;g;surgelati e gelati;torte e dessert
frozen yogurt greco bianco;2.99;1.79;40.13;320;g;surgelati e gelati;torte e dessert
gelato alla crema biologico;3.49;2.09;40.11;300;g;surgelati e gelati;vaschette
sammontana barattolino crema;2.99;1.0;66.56;500;g;surgelati e gelati;vaschette
carte d'or affogato al cioccolato;3.65;2.69;26.3;500;g;surgelati e gelati;vaschette
crema fiorentina;2.92;2.39;18.15;600;g;surgelati e gelati;vaschette
carte d'or affogato alla fragola con meringhe;3.95;2.29;42.03;500;g;surgelati e gelati;vaschette
sammontana le delizie barattolino stracciatella;3.55;1.89;46.76;500;g;surgelati e gelati;vaschette
sammontana le delizie barattolino cuore fondente;3.99;3.35;16.04;500;g;surgelati e gelati;vaschette
sammontana barattolino coppa oro amarena;2.59;1.0;61.39;500;g;surgelati e gelati;vaschette
carte d'or affogato spagnola all'amarena;4.8;2.69;43.96;500;g;surgelati e gelati;vaschette
barattolino delizie di vaniglia e pistacchio;3.29;;;500;g;surgelati e gelati;vaschette
barattolino delizie di panna cotta;3.29;;;500;g;surgelati e gelati;vaschette
sammontana, sorbettiera tiramisù e cioccolato;5.39;2.99;44.53;1000;g;surgelati e gelati;vaschette
maxibon black cookie 6 mini;2.99;1.64;45.15;325;g;surgelati e gelati;vaschette
barattolino delizia cuore caffe';3.62;3.59;0.83;500;g;surgelati e gelati;vaschette
gelato alla panna biologico;2.79;2.09;25.09;300;g;surgelati e gelati;vaschette
spagnola;2.59;2.0;22.78;500;g;surgelati e gelati;vaschette
affogato al cioccolato;2.59;2.0;22.78;500;g;surgelati e gelati;vaschette
gelato al cacao e nocciola;2.76;2.07;25.0;500;g;surgelati e gelati;vaschette
gelato vaniglia bourbon isola di la reunion;1.88;1.0;46.81;300;g;surgelati e gelati;vaschette
gelato pistacchio di sicilia;2.5;1.0;60.0;300;g;surgelati e gelati;vaschette
"gelato nocciola ""nocciola piemonte igp""";2.5;1.0;60.0;300;g;surgelati e gelati;vaschette
gelato alla stracciatella;2.0;1.25;37.5;500;g;surgelati e gelati;vaschette
gelato alla panna;2.0;1.25;37.5;500;g;surgelati e gelati;vaschette
fiordilatte e gelato al cioccolato;2.0;1.25;37.5;500;g;surgelati e gelati;vaschette
bacio;2.59;2.39;7.72;500;g;surgelati e gelati;vaschette
sammontana, barattolino cioccolato;2.99;;;500;g;surgelati e gelati;vaschette
magnum, classic;4.99;2.49;50.1;297;g;surgelati e gelati;vaschette
carte d'or affogato al;4.89;2.99;38.85;500;g;surgelati e gelati;vaschette
zuppa di pesce;6.3;4.5;28.57;600;g;surgelati e gelati;misti di pesce
cacciucco;3.48;3.0;13.79;450;g;surgelati e gelati;misti di pesce
misto di mare rosso;6.99;4.59;34.33;400;g;surgelati e gelati;misti di pesce
misto per risotto e spaghetti surgelato;3.15;3.09;1.9;300;g;surgelati e gelati;misti di pesce
preparato per risotti;2.49;1.69;32.13;300;g;surgelati e gelati;misti di pesce
zuppa di pesce;3.99;3.0;24.81;500;g;surgelati e gelati;misti di pesce
condipresto vongolata pronta;5.09;4.5;11.59;400;g;surgelati e gelati;misti di pesce
findus - that's amore misto mare bianco;5.19;4.59;11.56;400;g;surgelati e gelati;misti di pesce
fritto misto;5.99;;;680;g;surgelati e gelati;misti di pesce
zuppa pronta pesce e frutti mare;4.69;;;500;g;surgelati e gelati;misti di pesce
zuppa di pesce;4.99;3.49;30.06;800;g;surgelati e gelati;misti di pesce
sugo alle vongole;2.69;;;350;g;surgelati e gelati;misti di pesce
spaghettata di mare;2.49;;;300;g;surgelati e gelati;misti di pesce
sugo allo scoglio;2.69;;;300;g;surgelati e gelati;misti di pesce
fantasia di mare;3.89;;;500;g;surgelati e gelati;misti di pesce
esca i condipresto pronto scoglio al pomodoro;4.39;3.5;20.27;450;g;surgelati e gelati;misti di pesce
fritto misto;5.19;3.49;32.76;500;g;surgelati e gelati;misti di pesce
sugo pronto scoglio;2.79;;;350;g;surgelati e gelati;misti di pesce
esca i condipresto zuppa di pesce pronta;4.69;3.98;15.14;550;g;surgelati e gelati;misti di pesce
condiscoglio 450 g;4.56;3.19;30.04;450;g;surgelati e gelati;misti di pesce
polpo;10.9;3.58;67.16;200;g;surgelati e gelati;molluschi e crostacei
polpo;20.9;6.99;66.56;900;g;surgelati e gelati;molluschi e crostacei
cozze sbissate;3.99;2.29;42.61;1000;g;surgelati e gelati;molluschi e crostacei
nocciole con guscio;3.59;2.29;36.21;400;g;surgelati e gelati;molluschi e crostacei
cozza fruttimare vaschetta;4.5;3.5;22.22;1000;g;surgelati e gelati;molluschi e crostacei
vongole veraci;7.75;7.45;3.87;500;g;surgelati e gelati;molluschi e crostacei
cozze pulite;3.9;2.83;27.44;1000;g;surgelati e gelati;molluschi e crostacei
calamari;14.3;4.97;65.24;300;g;surgelati e gelati;molluschi e crostacei
bis di mare;11.5;0.69;94.0;800;g;surgelati e gelati;molluschi e crostacei
effelle pesca cozze biologiche;5.7;;;800;g;surgelati e gelati;molluschi e crostacei
shrimp, mazzancolla tropicale extra;4.99;;;125;g;surgelati e gelati;molluschi e crostacei
scampi;1.99;;;100;g;surgelati e gelati;molluschi e crostacei
tris di mare;13.9;9.73;30.0;1000;g;surgelati e gelati;molluschi e crostacei
vongola verace;12.85;;;500;g;surgelati e gelati;molluschi e crostacei
findus fiori di merluzzo;7.39;4.5;39.11;300;g;surgelati e gelati;tranci, filetti e panati
findus filetti di platessa;12.98;6.99;46.15;500;g;surgelati e gelati;tranci, filetti e panati
findus fiori di orata;10.89;6.99;35.81;200;g;surgelati e gelati;tranci, filetti e panati
findus fiori di branzino;9.35;7.35;21.39;200;g;surgelati e gelati;tranci, filetti e panati
filetti di platessa surgelati;5.89;4.7;20.2;500;g;surgelati e gelati;tranci, filetti e panati
filetti di merluzzo sudafricano surgelati;5.75;3.95;31.3;400;g;surgelati e gelati;tranci, filetti e panati
capitan findus 10 bastoncini senza glutine;3.5;2.79;20.29;250;g;surgelati e gelati;tranci, filetti e panati
capitan findus 10 bastoncini con omega 3;3.29;3.19;3.04;250;g;surgelati e gelati;tranci, filetti e panati
capitan findus 2 fish burger;3.13;1.99;36.42;227;g;surgelati e gelati;tranci, filetti e panati
salmon club filetti di trota iridea salmonata;17.5;4.47;74.46;300;g;surgelati e gelati;tranci, filetti e panati
panapesca - filetti di merluzzo;6.39;3.49;45.38;400;g;surgelati e gelati;tranci, filetti e panati
filetti salmone selvaggio;7.29;5.83;20.03;240;g;surgelati e gelati;tranci, filetti e panati
fishburger di merluzzo alaska;3.29;1.39;57.75;210;g;surgelati e gelati;tranci, filetti e panati
merluzzo d'alaska croccante;4.39;2.39;45.56;240;g;surgelati e gelati;tranci, filetti e panati
15 bastoncini di filetti di merluzzo;4.5;3.15;30.0;450;g;surgelati e gelati;tranci, filetti e panati
nasellini sudafricani surgelati;4.99;3.99;20.04;750;g;surgelati e gelati;tranci, filetti e panati
filetti di platessa surgelati;6.6;6.39;3.18;600;g;surgelati e gelati;tranci, filetti e panati
filetti di nasello atlantico surgelati;4.29;3.99;6.99;400;g;surgelati e gelati;tranci, filetti e panati
filetti di orata;7.89;5.49;30.42;400;g;surgelati e gelati;tranci, filetti e panati
filetti di branzino;7.89;5.49;30.42;400;g;surgelati e gelati;tranci, filetti e panati
cuori di nasello;4.29;3.43;20.05;300;g;surgelati e gelati;tranci, filetti e panati
filetti di merluzzo;5.19;3.99;23.12;400;g;surgelati e gelati;tranci, filetti e panati
filetti platessa impanati;2.89;2.79;3.46;300;g;surgelati e gelati;tranci, filetti e panati
pescanova, cuori di filetto di nasello surgelati;5.45;3.82;29.91;400;g;surgelati e gelati;tranci, filetti e panati
findus filetti di merluzzo;6.64;4.59;30.87;400;g;surgelati e gelati;tranci, filetti e panati
gallinella;2.78;2.51;9.71;200;g;surgelati e gelati;tranci, filetti e panati
bastoncini di merluzzo;2.35;0.69;70.64;150;g;surgelati e gelati;tranci, filetti e panati
findus - 4 salti contorno mediterraneo;3.69;2.21;40.11;450;g;surgelati e gelati;contorni
contorno gran delizia;2.59;1.29;50.19;400;g;surgelati e gelati;contorni
misto per soffritto;0.75;;;300;g;surgelati e gelati;contorni
sformatino di patate con panna e formaggio;1.49;;;400;g;surgelati e gelati;contorni
sformatino di patate con panna e broccoli;1.49;;;400;g;surgelati e gelati;contorni
contorno di verdure surgelato;1.11;;;750;g;surgelati e gelati;contorni
contorno misto bio;2.29;1.14;50.22;400;g;surgelati e gelati;contorni
spinaci con mozzarella e formaggi;1.99;;;500;g;surgelati e gelati;contorni
mix di verdure alla messicana;2.49;;;750;g;surgelati e gelati;contorni
mix di verdure rustiche;2.49;;;750;g;surgelati e gelati;contorni
mix di verdure gourmet;2.49;;;750;g;surgelati e gelati;contorni
mix di verdure all'asiatica;2.49;;;750;g;surgelati e gelati;contorni
contorno grigliato pronto in 10 minuti;1.49;;;450;g;surgelati e gelati;contorni
erbette campagnole spinaci, bieta, cicoria;0.99;0.69;30.3;450;g;surgelati e gelati;contorni
patate rosmarine;1.0;;;450;g;surgelati e gelati;contorni
findus fiori di nasello;7.19;3.9;45.76;250;g;surgelati e gelati;impanati ripieni e vegetali
valsoia bontà e salute 2 cotolette surgelate;2.95;1.77;40.0;180;g;surgelati e gelati;impanati ripieni e vegetali
schär chicken fingers;4.8;3.89;18.96;375;g;surgelati e gelati;impanati ripieni e vegetali
18 bastoncini di merluzzo;5.99;3.49;41.74;500;g;surgelati e gelati;impanati ripieni e vegetali
mozzarelline impanate surgelate;2.59;2.5;3.47;240;g;surgelati e gelati;impanati ripieni e vegetali
olive all'ascolana surgelate;2.49;2.19;12.05;300;g;surgelati e gelati;impanati ripieni e vegetali
findus sofficini prosciutto più mozzarella;2.49;1.75;29.72;250;g;surgelati e gelati;impanati ripieni e vegetali
panzerottini al pomodoro e mozzarella surgelati;2.49;1.32;46.99;250;g;surgelati e gelati;impanati ripieni e vegetali
findus 4 sofficini ai spinaci e mozzarella;2.69;2.19;18.59;250;g;surgelati e gelati;impanati ripieni e vegetali
taste of the world cheddar & jalapeños;2.99;1.99;33.44;28;g;surgelati e gelati;impanati ripieni e vegetali
mini hot dogs;2.29;1.39;39.3;220;g;surgelati e gelati;impanati ripieni e vegetali
anelli di totano alla romana;3.99;2.0;49.87;400;g;surgelati e gelati;impanati ripieni e vegetali
happy mix;2.24;1.39;37.95;230;g;surgelati e gelati;impanati ripieni e vegetali
sofficini pomodoro più mozzarella 4 pezzi;2.49;1.82;26.91;250;g;surgelati e gelati;impanati ripieni e vegetali
sofficini funghi più mozzarella 4 pezzi;2.49;1.82;26.91;250;g;surgelati e gelati;impanati ripieni e vegetali
bocconcini di mozzarella fresca;2.28;2.0;12.28;300;g;surgelati e gelati;impanati ripieni e vegetali
bonduelle, gratin patate e spinaci surgelato;3.99;3.87;3.01;400;g;surgelati e gelati;impanati ripieni e vegetali
schär bontà d'italia pizza margherita;3.99;1.5;62.41;300;g;surgelati e gelati;impanati ripieni e vegetali
findus 4 sofficini pomodoro e mozzarella;2.8;2.69;3.93;250;g;surgelati e gelati;impanati ripieni e vegetali
findus 4 sofficini funghi e mozzarella;2.52;1.89;25.0;266;g;surgelati e gelati;impanati ripieni e vegetali
sofficini patate e salsiccia;2.89;2.49;13.84;250;g;surgelati e gelati;impanati ripieni e vegetali
smart, crêpes al pomodoro e mozzarella surgelate;2.19;;;450;g;surgelati e gelati;impanati ripieni e vegetali
soffici cheddar bacon mozzarella;2.19;;;266;g;surgelati e gelati;impanati ripieni e vegetali
white lab, mozzarelline impanate e surgelate;2.89;;;250;g;surgelati e gelati;impanati ripieni e vegetali
white lab, olive all'ascolana impanate e surgelate;2.59;;;250;g;surgelati e gelati;impanati ripieni e vegetali
linguine allo scoglio;3.45;2.58;25.22;550;g;surgelati e gelati;primi piatti
paella;4.99;2.49;50.1;600;g;surgelati e gelati;primi piatti
findus 4 salti in padella bucatini all'amatriciana;4.39;2.63;40.09;550;g;surgelati e gelati;primi piatti
fagiolini primavera;4.39;2.75;37.36;600;g;surgelati e gelati;primi piatti
paella;4.69;2.45;47.76;500;g;surgelati e gelati;primi piatti
melanzane alla parmigiana surgelate;3.19;2.98;6.58;400;g;surgelati e gelati;primi piatti
tortellini panna e prosciutto surgelati;2.6;2.0;23.08;300;g;surgelati e gelati;primi piatti
tagliatelle con funghi porcini surgelate;3.76;2.8;25.53;550;g;surgelati e gelati;primi piatti
cannelloni con ricotta e spinaci surgelati;3.38;3.0;11.24;500;g;surgelati e gelati;primi piatti
gnocchetti con spinaci su ricetta tirolese;1.69;1.4;17.16;350;g;surgelati e gelati;primi piatti
paella;3.0;2.69;10.33;600;g;surgelati e gelati;primi piatti
cannelloni ricotta spinaci;2.49;2.0;19.68;500;g;surgelati e gelati;primi piatti
4 salti in padella findus - penne tricolore;3.99;2.69;32.58;550;g;surgelati e gelati;primi piatti
lasagne alla bolognese;4.49;2.98;33.63;600;g;surgelati e gelati;primi piatti
pennette con salmone e gamberetti surgelate;3.19;3.0;5.96;550;g;surgelati e gelati;primi piatti
4 salti le specialità bucatini all'amatriciana;5.69;3.98;30.05;550;g;surgelati e gelati;primi piatti
4 salti in padella linguine allo scoglio;5.29;3.49;34.03;550;g;surgelati e gelati;primi piatti
findus chicken burger;2.99;2.59;13.38;227;g;surgelati e gelati;secondi piatti di carne
cotolette di pollo surgelate;2.25;1.99;11.56;220;g;surgelati e gelati;secondi piatti di carne
cordon bleu con prosciutto e formaggio surgelati;2.59;2.07;20.08;250;g;surgelati e gelati;secondi piatti di carne
polpette pronte surgelate;4.09;3.99;2.44;400;g;surgelati e gelati;secondi piatti di carne
findus - delizie di pollo nuggets;4.99;3.49;30.06;250;g;surgelati e gelati;secondi piatti di carne
nuggets;3.39;3.07;9.44;250;g;surgelati e gelati;secondi piatti di carne
aia cotoletta di filetti di pollo;3.29;1.19;63.83;280;g;surgelati e gelati;secondi piatti di carne
ke passione kebab pollo;5.49;4.59;16.39;300;g;surgelati e gelati;secondi piatti di carne
sottilissime cotolette pollo;3.59;2.87;20.06;280;g;surgelati e gelati;secondi piatti di carne
tagliata petto di pollo;9.49;5.69;40.04;700;g;surgelati e gelati;secondi piatti di carne
black angus, hamburger black angus;4.55;;;400;g;surgelati e gelati;secondi piatti di carne
aia, snack nagghy surgelato;3.17;;;300;g;surgelati e gelati;secondi piatti di carne
kioene burger agli spinaci surgelati;2.19;;;150;g;surgelati e gelati;secondi piatti di carne
findus strips di pollo gr.350;5.99;4.79;20.03;350;g;surgelati e gelati;secondi piatti di carne
alette di pollo;4.79;4.49;6.26;500;g;surgelati e gelati;secondi piatti di carne
speedy pollo the original;2.59;1.65;36.29;300;g;surgelati e gelati;secondi piatti di carne
nuggets di pollo;1.0;;;180;g;surgelati e gelati;secondi piatti di carne
pollo del contadino;4.49;;;1300;g;surgelati e gelati;secondi piatti di carne
polpettine di bovino;2.99;;;500;g;surgelati e gelati;secondi piatti di carne
speedy pollo;2.69;2.19;18.59;300;g;surgelati e gelati;secondi piatti di carne
10 hamburger di bovino;3.69;;;750;g;surgelati e gelati;secondi piatti di carne
nagghy di pollo;2.69;1.44;46.47;300;g;surgelati e gelati;secondi piatti di carne
cordon bleu di pollo;5.49;4.39;20.04;480;g;surgelati e gelati;secondi piatti di carne
kebab di pollo con verdure;5.3;;;450;g;surgelati e gelati;secondi piatti di carne
montana, leggeri hamburger surgelati;4.33;;;400;g;surgelati e gelati;secondi piatti di carne
aia durango alette di pollo cotte arrosto;5.09;2.39;53.05;600;g;surgelati e gelati;secondi piatti di carne
asian rice con filetto di pollo;3.99;;;500;g;surgelati e gelati;secondi piatti di carne
brasato con polenta;3.99;;;300;g;surgelati e gelati;secondi piatti di carne
findus platessa alla mugnaia;7.99;3.32;58.45;250;g;surgelati e gelati;secondi piatti di pesce
arbi condiscampi;6.75;3.29;51.26;300;g;surgelati e gelati;secondi piatti di pesce
capitan findus 2 fish & chips burger;4.29;2.35;45.22;227;g;surgelati e gelati;secondi piatti di pesce
esca i condipresto pronto scoglio;5.19;3.5;32.56;450;g;surgelati e gelati;secondi piatti di pesce
findus filetti di platessa impanati;5.09;3.49;31.43;275;g;surgelati e gelati;secondi piatti di pesce
merluzzo gratinato con rosmarino e limone;4.99;2.99;40.08;360;g;surgelati e gelati;secondi piatti di pesce
findus 2 burger di salmone con limone e aneto;5.29;3.49;34.03;170;g;surgelati e gelati;secondi piatti di pesce
esca i condipresto voglia di gamberi;5.49;3.52;35.88;400;g;surgelati e gelati;secondi piatti di pesce
capitan findus filetti di platessa impanati;6.49;4.35;32.97;250;g;surgelati e gelati;secondi piatti di pesce
capitan findus croccole senza glutine;4.99;3.69;26.05;250;g;surgelati e gelati;secondi piatti di pesce
montana 4 hamburger con bacon surgelati;4.69;2.89;38.38;400;g;surgelati e gelati;secondi piatti di pesce
findus 2 fiori di salmone;5.99;3.54;40.9;200;g;surgelati e gelati;secondi piatti di pesce
arbi sugo pronto astice e pomodorini;4.49;3.9;13.14;220;g;surgelati e gelati;secondi piatti di pesce
esca i condipresto ortomare;5.19;4.05;21.97;400;g;surgelati e gelati;secondi piatti di pesce
polpette di pesce norvegia;4.95;2.49;49.7;240;g;surgelati e gelati;secondi piatti di pesce
pescanova, merluzzo panato surgelato;5.29;;;340;g;surgelati e gelati;secondi piatti di pesce
filetti gustosi di merluzzo con patate e pomodori;4.89;2.99;38.85;320;g;surgelati e gelati;secondi piatti di pesce
filetti di merluzzo con zucchine e capperi;4.99;3.49;30.06;320;g;surgelati e gelati;secondi piatti di pesce
i condipresto pronto scoglio al pomodoro;5.51;3.55;35.57;450;g;surgelati e gelati;secondi piatti di pesce
orata alla ligure surgelata;4.25;3.99;6.12;250;g;surgelati e gelati;secondi piatti di pesce
totani con patate surgelati;3.9;3.59;7.95;450;g;surgelati e gelati;secondi piatti di pesce
filetti di platessa alla mugnaia;4.99;2.79;44.09;300;g;surgelati e gelati;secondi piatti di pesce
wurstel e patatine surgelata;2.69;1.99;26.02;240;g;surgelati e gelati;pizza
funghi finferli;7.95;1.0;87.42;215;g;surgelati e gelati;pizza
cameo pizza ristorante salame;3.89;2.0;48.59;320;g;surgelati e gelati;pizza
pizza margherita;4.89;2.19;55.21;485;g;surgelati e gelati;pizza
cameo, big americans supreme pizza surgelata;5.34;1.74;67.42;450;g;surgelati e gelati;pizza
buitoni, pizza alla seconda salame surgelata;5.69;3.79;33.39;630;g;surgelati e gelati;pizza
buitoni bella napoli 4 formaggi pizza surgelata;4.79;2.39;50.1;425;g;surgelati e gelati;pizza
mamamia pizza margherita 2+1;5.39;3.1;42.49;900;g;surgelati e gelati;pizza
trancio di pizza margherita surgelato 1 pizza;1.89;1.0;47.09;400;g;surgelati e gelati;pizza
4 pizzette margherita surgelate;2.08;2.0;3.85;360;g;surgelati e gelati;pizza
2 pizze margherita con mozzarella surgelate;3.0;2.94;2.0;660;g;surgelati e gelati;pizza
pizza margherita;2.99;1.69;43.48;400;g;surgelati e gelati;pizza
cameo pizza ristorante tonno;2.59;1.65;36.29;355;g;surgelati e gelati;pizza
roncadin pizza margherita vegana;3.99;3.49;12.53;377;g;surgelati e gelati;pizza
rucola e pomodorini;1.99;1.0;49.75;225;g;surgelati e gelati;pizza
pizza surgelata (1 pizza);2.99;2.15;28.09;360;g;surgelati e gelati;pizza
pizza al tonno surgelata;2.25;2.15;4.44;370;g;surgelati e gelati;pizza
pizza alla pala margherita;2.18;1.89;13.3;200;g;surgelati e gelati;pizza
cameo speedypizza margherita;2.78;1.63;41.37;200;g;surgelati e gelati;pizza
pizza ristorante verdure grigl.;2.79;1.65;40.86;365;g;surgelati e gelati;pizza
cameo ristorante pesto sfizioso;2.39;2.0;16.32;335;g;surgelati e gelati;pizza
focaccia al formaggio surgelata;4.49;3.36;25.17;300;g;surgelati e gelati;torte e basi salate
pasta frolla;2.35;1.69;28.09;500;g;surgelati e gelati;torte e basi salate
schär millefoglie pasta sfoglia;3.75;2.25;40.0;250;g;surgelati e gelati;torte e basi salate
vol au vent pronti da riempire;1.99;;;250;g;surgelati e gelati;torte e basi salate
salatini di pasta sfoglia mignon misti;1.99;;;250;g;surgelati e gelati;torte e basi salate
torta salata spinaci ricotta;1.89;1.59;15.87;300;g;surgelati e gelati;torte e basi salate
