Name;Price;Discounted Price;Discount (%);Quantity;Units of Measurement;Category;Subcategory
knorr, vellutata di zucca gusto delicato;1.89;1.55;17.99;500;ml;pasta e riso;minestre e zuppe - primi pronti
bio passato di 7 verdure;1.29;1.0;22.48;300;ml;pasta e riso;minestre e zuppe - primi pronti
minestrone di verdure;3.0;1.99;33.67;620;g;pasta e riso;minestre e zuppe - primi pronti
le creme asparagi;1.55;1.0;35.48;100;g;pasta e riso;minestre e zuppe - primi pronti
risotto alla milanese;2.07;1.0;51.69;175;g;pasta e riso;primi pronti
cannelloni all'uovo;1.0;0.83;17.0;250;g;pasta e riso;primi pronti
voiello spaghetti n° 104;1.3;0.65;50.0;500;g;pasta e riso;primi pronti
knorr risotteria alla parmigiana;1.59;0.95;40.25;175;g;pasta e riso;primi pronti
star, saikebon verdure;1.05;0.73;30.48;59;g;pasta e riso;primi pronti
barilla - emiliane, tagliatelle larghe all'uovo;3.19;1.0;68.65;500;g;pasta e riso;primi pronti
knorr - risotteria, alla pescatora;1.19;0.98;17.65;175;g;pasta e riso;primi pronti
star saikebon bag pollo salsa soia;0.76;0.48;36.84;93;g;pasta e riso;primi pronti
giovanni rana lasagne ricotta e spinaci;4.39;2.19;50.11;350;g;pasta e riso;primi pronti
penne rigate senza glutine;2.79;1.39;50.18;400;g;pasta e riso;primi pronti
polenta casereccia;2.0;0.6;70.0;1000;g;pasta e riso;primi pronti
melanzane alla parmigiana;4.49;1.27;71.71;250;g;pasta e riso;primi pronti
gnocchi alla romana;3.99;2.29;42.61;300;g;pasta e riso;primi pronti
star yakisoba saikebon manzo;1.45;0.98;32.41;93;g;pasta e riso;primi pronti
cameo - pizza regina margherita;3.35;2.09;37.61;650;g;pasta e riso;primi pronti
zuppa di pesce mediterranea;3.99;3.0;24.81;400;g;pasta e riso;primi pronti
saikebon yakisoba classic;1.15;1.05;8.7;93;g;pasta e riso;primi pronti
cannelloni ricotta e spinaci;4.99;2.99;40.08;350;g;pasta e riso;primi pronti
passato di verdure;2.18;1.99;8.72;620;g;pasta e riso;primi pronti
risotto zucca e formaggio;1.19;1.0;15.97;175;g;pasta e riso;primi pronti
risotto radicchio e speck;1.19;1.0;15.97;175;g;pasta e riso;primi pronti
risotto ai funghi porcini e zafferano;1.19;1.0;15.97;175;g;pasta e riso;primi pronti
risotto ai funghi porcini;1.19;1.0;15.97;175;g;pasta e riso;primi pronti
risotto ai formaggi;1.19;1.0;15.97;175;g;pasta e riso;primi pronti
risotto ai carciofi;1.15;1.0;13.04;175;g;pasta e riso;primi pronti
risotto agli asparagi;1.19;1.0;15.97;175;g;pasta e riso;primi pronti
gnocchi alla romana;1.89;1.35;28.57;500;g;pasta e riso;primi pronti
giovanni rana lasagne alla bolognese;5.99;2.99;50.08;900;g;pasta e riso;primi pronti
barilla tortiglioni n.83;0.99;0.45;54.55;500;g;pasta e riso;primi pronti
star, saikebon gamberetti;1.05;0.73;30.48;60;g;pasta e riso;primi pronti
barilla emiliane sorprese all'uovo;2.19;0.47;78.54;250;g;pasta e riso;riso
riso scotti integrale 10' brown rice;4.49;2.0;55.46;1000;g;pasta e riso;riso
gallo, riso venere integrale;5.39;2.64;51.02;1000;g;pasta e riso;riso
rummo, le biologiche integrali elicoidali n. 49;1.99;0.79;60.3;500;g;pasta e riso;riso
gran gallo, risotti riso arborio;4.99;1.89;62.12;1000;g;pasta e riso;riso
gallo - blond, risotti;4.29;1.79;58.28;1000;g;pasta e riso;riso
riso scotti - riso superfino, arborio;4.39;2.07;52.85;850;g;pasta e riso;riso
gallo - riso carnaroli, chicchi pregiati;5.39;1.79;66.79;1000;g;pasta e riso;riso
riso arborio;2.23;1.0;55.16;1000;g;pasta e riso;riso
riso scotti sapori&emozioni basmati integrale;3.19;1.99;37.62;500;g;pasta e riso;riso
riso scotti - risotti, chicchi grossi;4.99;2.99;40.08;1000;g;pasta e riso;riso
de cecco penne rigate integrali;1.91;1.29;32.46;500;g;pasta e riso;riso
de cecco spaghetti n° 12;1.91;1.04;45.55;500;g;pasta e riso;riso
barilla - integrale mezze penne rigate;1.55;0.78;49.68;500;g;pasta e riso;riso
riso arborio;2.99;2.0;33.11;2000;g;pasta e riso;riso
riso fino jasmin;1.86;1.0;46.24;500;g;pasta e riso;riso
riso ribe semi integrale biologico;1.92;1.44;25.0;500;g;pasta e riso;riso
riso carnaroli biologico;2.29;1.71;25.33;500;g;pasta e riso;riso
riso baldo integrale biologico;1.89;1.41;25.4;500;g;pasta e riso;riso
long & wild;1.79;1.0;44.13;500;g;pasta e riso;riso
cous cous di mais;1.99;1.69;15.08;250;g;pasta e riso;riso
riso arborio;3.49;2.0;42.69;1000;g;pasta e riso;riso
riso roma;1.39;1.0;28.06;1000;g;pasta e riso;riso
riso ribe;1.39;1.19;14.39;1000;g;pasta e riso;riso
riso parboiled;1.39;;;1000;g;pasta e riso;riso
riso carnaroli;2.25;1.45;35.56;1000;g;pasta e riso;riso
riso scotti oro insalate 10' riso superfino;2.49;2.0;19.68;1000;g;pasta e riso;riso
riso scotti oro classico;2.99;2.0;33.11;1000;g;pasta e riso;riso
star, il mio dado funghi porcini 10 dadi;1.51;0.87;42.38;100;g;salse, sughi e condimenti;dadi, brodi e gelatine
star, il mio dado vegetale 20 dadi;2.59;1.33;48.65;200;g;salse, sughi e condimenti;dadi, brodi e gelatine
star, il mio dado classico 20 dadi;2.79;1.46;47.67;180;g;salse, sughi e condimenti;dadi, brodi e gelatine
star, il mio dado classico 30 dadi;3.69;1.99;46.07;300;g;salse, sughi e condimenti;dadi, brodi e gelatine
star, il mio brodo di carne mista;1.49;0.9;39.6;500;ml;salse, sughi e condimenti;dadi, brodi e gelatine
star, il mio dado delicato 10 dadi;1.62;0.77;52.47;100;g;salse, sughi e condimenti;dadi, brodi e gelatine
knorr, brodo vegetale 9 verdure;2.28;1.05;53.95;750;ml;salse, sughi e condimenti;dadi, brodi e gelatine
knorr, brodo classico carne mista;1.95;1.05;46.15;750;ml;salse, sughi e condimenti;dadi, brodi e gelatine
knorr brodo granulare pesce;2.25;0.91;59.56;150;g;salse, sughi e condimenti;dadi, brodi e gelatine
knorr vegetale 10 dadi;1.49;0.71;52.35;100;g;salse, sughi e condimenti;dadi, brodi e gelatine
knorr cuore di brodo delicato;1.58;1.12;29.11;112;g;salse, sughi e condimenti;dadi, brodi e gelatine
knorr classico 10 dadi;1.49;0.71;52.35;100;g;salse, sughi e condimenti;dadi, brodi e gelatine
knorr, dado vegetale 18 dadi;2.35;1.31;44.26;200;g;salse, sughi e condimenti;dadi, brodi e gelatine
star il mio brodo bio di manzo;2.69;2.45;8.92;1000;ml;salse, sughi e condimenti;dadi, brodi e gelatine
star il mio dado 100% naturale classico 10 dadi;1.99;1.39;30.15;100;g;salse, sughi e condimenti;dadi, brodi e gelatine
star il mio dado 100% naturale vegetale 10 dadi;1.99;1.39;30.15;100;g;salse, sughi e condimenti;dadi, brodi e gelatine
brodo vegetale;2.9;2.49;14.14;150;g;salse, sughi e condimenti;dadi, brodi e gelatine
knorr saporito 10 dadi;1.49;0.97;34.9;100;g;salse, sughi e condimenti;dadi, brodi e gelatine
knorr cuore di brodo manzo;1.48;1.12;24.32;112;g;salse, sughi e condimenti;dadi, brodi e gelatine
knorr brodo granulare classico;2.99;1.99;33.44;150;g;salse, sughi e condimenti;dadi, brodi e gelatine
star, il mio brodo di manzo -30% di sale;2.45;1.39;43.27;1000;ml;salse, sughi e condimenti;dadi, brodi e gelatine
star, il mio dado classico -30% di sale 10 dadi;2.59;1.45;44.02;100;g;salse, sughi e condimenti;dadi, brodi e gelatine
cuore di brodo vegetale s/g;1.89;1.45;23.28;28;g;salse, sughi e condimenti;dadi, brodi e gelatine
cuore di brodo manzo s/g;1.89;1.45;23.28;28;g;salse, sughi e condimenti;dadi, brodi e gelatine
dado da brodo vegetale biologico;1.39;1.1;20.86;100;g;salse, sughi e condimenti;dadi, brodi e gelatine
dadi da brodo con verdure 10 dadi;0.89;0.8;10.11;100;g;salse, sughi e condimenti;dadi, brodi e gelatine
dadi da brodo con carne 10 dadi;0.89;0.8;10.11;100;g;salse, sughi e condimenti;dadi, brodi e gelatine
brodo pronto di verdure;1.45;0.87;40.0;1000;ml;salse, sughi e condimenti;dadi, brodi e gelatine
brodo pronto di carne mista;1.55;0.87;43.87;1000;ml;salse, sughi e condimenti;dadi, brodi e gelatine
knorr bio brodo vegetale biologico;2.29;1.37;40.17;750;ml;salse, sughi e condimenti;dadi, brodi e gelatine
cuore di brodo vegetale;1.89;1.19;37.04;28;g;salse, sughi e condimenti;dadi, brodi e gelatine
cannamela timo foglie;2.49;0.88;64.66;7;g;salse, sughi e condimenti;spezie e aromi
cannamela pepe nero macinato;2.25;1.0;55.56;28;g;salse, sughi e condimenti;spezie e aromi
cannamela origano foglie;2.49;0.95;61.85;7;g;salse, sughi e condimenti;spezie e aromi
cannamela origano foglie;6.69;3.0;55.16;80;g;salse, sughi e condimenti;spezie e aromi
cannamela - rosmarino, foglie;1.75;0.4;77.14;15;g;salse, sughi e condimenti;spezie e aromi
drogheria & alimentari, sale rosa con macinello;3.19;2.49;21.94;95;g;salse, sughi e condimenti;spezie e aromi
cannamela curcuma macinata;1.94;1.0;48.45;30;g;salse, sughi e condimenti;spezie e aromi
cannamela erba cipollina frantumata;1.73;1.0;42.2;4;g;salse, sughi e condimenti;spezie e aromi
cannamela prezzemolo foglie;1.73;1.0;42.2;8;g;salse, sughi e condimenti;spezie e aromi
cannamela origano foglie;2.35;0.48;79.57;8;g;salse, sughi e condimenti;spezie e aromi
cannamela, pepe nero gigante;2.02;0.5;75.25;40;g;salse, sughi e condimenti;spezie e aromi
cannamela, sapori dal mondo spezie per cous cous;1.99;1.0;49.75;25;g;salse, sughi e condimenti;spezie e aromi
cannamela - zenzero, macinato;1.77;1.0;43.5;20;g;salse, sughi e condimenti;spezie e aromi
cannamela - peperoncino, macinato;1.75;1.0;42.86;25;g;salse, sughi e condimenti;spezie e aromi
cannamela - chiodi di garofano, interi;1.89;0.95;49.74;20;g;salse, sughi e condimenti;spezie e aromi
cannamela ginepro bacche;1.83;1.0;45.36;15;g;salse, sughi e condimenti;spezie e aromi
ariosto per patate fritte e arrosto;3.09;1.96;36.57;100;g;salse, sughi e condimenti;spezie e aromi
cannamela - sesamo semi;1.99;0.95;52.26;30;g;salse, sughi e condimenti;spezie e aromi
cannamela - pepe nero, grani essiccati;1.77;1.0;43.5;28;g;salse, sughi e condimenti;spezie e aromi
cannamela - curry powder, extrapiccante;1.77;1.0;43.5;25;g;salse, sughi e condimenti;spezie e aromi
cannamela - paprika, dolce;1.82;1.0;45.05;30;g;salse, sughi e condimenti;spezie e aromi
cannamela - noci moscate macinate, essiccate;1.83;0.91;50.27;24;g;salse, sughi e condimenti;spezie e aromi
cannamela - salvia, foglie;1.79;0.95;46.93;8;g;salse, sughi e condimenti;spezie e aromi
origano;2.49;0.99;60.24;40;g;salse, sughi e condimenti;spezie e aromi
cannamela basilico foglie;1.75;1.0;42.86;8;g;salse, sughi e condimenti;spezie e aromi
ariosto per pesce arrosto e ai ferri;3.74;1.96;47.59;100;g;salse, sughi e condimenti;spezie e aromi
cannamela - noci moscate, intere;1.0;0.63;37.0;15;g;salse, sughi e condimenti;spezie e aromi
cannamela - peperoncino, intero;1.75;1.0;42.86;12;g;salse, sughi e condimenti;spezie e aromi
cardamomo semi interi;2.74;2.45;10.58;15;g;salse, sughi e condimenti;spezie e aromi
curry in polvere;2.79;2.23;20.07;100;g;salse, sughi e condimenti;spezie e aromi
aromatica, zaffy zafferano conf.;4.02;3.46;13.93;;g;salse, sughi e condimenti;zafferano
zafferano 4 x 0,16 g;5.39;4.9;9.09;0;g;salse, sughi e condimenti;zafferano
zaffer mec, zafferano conf.;3.55;;;;g;salse, sughi e condimenti;zafferano
leprotto, zafferano sapore deciso conf.;6.29;;;;g;salse, sughi e condimenti;zafferano
3 cuochi, zafferano conf.;5.53;;;;g;salse, sughi e condimenti;zafferano
aquilotto, zafferano conf.;4.39;;;;g;salse, sughi e condimenti;zafferano
zafferano;2.99;;;0;g;salse, sughi e condimenti;zafferano
zaffy bio zafferano da agricoltura biologica 3 x;3.94;;;;g;salse, sughi e condimenti;zafferano
zafferano 3 buste;2.49;;;0;g;salse, sughi e condimenti;zafferano
zafferano;3.99;;;0;g;salse, sughi e condimenti;zafferano
costa d'oro extra olio extra vergine di oliva;4.99;3.39;32.06;750;ml;salse, sughi e condimenti;zafferano
100% italiano olio extra vergine di oliva;7.59;;;1000;ml;salse, sughi e condimenti;zafferano
zafferano in polvere categoria i;1.49;;;3;g;salse, sughi e condimenti;zafferano
arbe, cumino macinato biologico;3.29;;;40;g;salse, sughi e condimenti;zafferano
ariosto per carni arrosto e ai ferri;0.59;;;20;g;salse, sughi e condimenti;zafferano
arbe, zenzero biologico;3.29;;;40;g;salse, sughi e condimenti;zafferano
succo di limone;3.05;1.99;34.75;500;ml;salse, sughi e condimenti;aceto
aceto di mele;1.79;0.99;44.69;500;ml;salse, sughi e condimenti;aceto
ponti aceto di vino bianco pet;1.99;0.98;50.75;1000;ml;salse, sughi e condimenti;aceto
aceto balsamico di modena igp;7.99;1.79;77.6;250;ml;salse, sughi e condimenti;aceto
aceto balsamico;3.49;2.79;20.06;250;ml;salse, sughi e condimenti;aceto
aceto di mele biologico;2.25;1.69;24.89;500;ml;salse, sughi e condimenti;aceto
dolceagro condimento delicato;3.19;1.55;51.41;500;ml;salse, sughi e condimenti;aceto
aceto di vino bianco;1.35;0.79;41.48;500;ml;salse, sughi e condimenti;aceto
aceto di vino bianco;0.75;0.69;8.0;1000;ml;salse, sughi e condimenti;aceto
succo di lime;2.39;1.25;47.7;250;ml;salse, sughi e condimenti;aceto
succo di limone;1.25;0.99;20.8;200;ml;salse, sughi e condimenti;aceto
aceto balsamico modena igp;1.39;1.19;14.39;500;ml;salse, sughi e condimenti;aceto
ponti aceto balsamico di modena igp bio;4.29;2.79;34.97;500;ml;salse, sughi e condimenti;aceto
ponti aceto di vino rosso pet;1.39;0.99;28.78;1000;ml;salse, sughi e condimenti;aceto
ponti - aceto di vino bianco;2.49;0.81;67.47;500;ml;salse, sughi e condimenti;aceto
due vittorie aceto balsamico di modena igp oro;9.89;8.8;11.02;250;ml;salse, sughi e condimenti;aceto
ponti aceto di mele;2.49;1.29;48.19;500;ml;salse, sughi e condimenti;aceto
aceto balsamico di modena igp;13.9;8.3;40.29;250;ml;salse, sughi e condimenti;aceto
mela madre aceto di mele non filtrato biologico;4.49;4.02;10.47;500;ml;salse, sughi e condimenti;aceto
sua maestà densodolce;10.19;9.35;8.24;250;ml;salse, sughi e condimenti;aceto
valfunghi, funghi porcini secchi speciali;8.36;5.19;37.92;50;g;salse, sughi e condimenti;aceto
ponti - glassa gastronomica, al succo di mela;2.99;1.79;40.13;220;g;salse, sughi e condimenti;aceto
ponti aceto di vino pet;1.09;0.99;9.17;1000;ml;salse, sughi e condimenti;aceto
urbani funghi, funghi porcini secchi;4.99;2.49;50.1;30;g;salse, sughi e condimenti;aceto
l'aretino, l'aceto del buongustaio;3.99;;;500;ml;salse, sughi e condimenti;aceto
ponti glassa gastronomica al succo di limone;2.69;;;220;g;salse, sughi e condimenti;aceto
costa d'oro oliva, olio di oliva;6.49;;;1000;ml;salse, sughi e condimenti;aceto
ponti, aceto balsamico di modena igp;6.89;2.33;66.18;250;g;salse, sughi e condimenti;aceto balsamico
aceto balsamico di modena igp;4.49;1.91;57.46;500;ml;salse, sughi e condimenti;aceto balsamico
sale marino iodato protetto fino;0.95;0.92;3.16;220;g;salse, sughi e condimenti;aceto balsamico
sale marino iodato fino;0.5;0.4;20.0;1000;g;salse, sughi e condimenti;aceto balsamico
sale marino iodato protetto fino;1.29;1.26;2.33;500;g;salse, sughi e condimenti;aceto balsamico
spargitore sale iodato;2.89;1.04;64.01;200;g;salse, sughi e condimenti;aceto balsamico
aceto balsamico di modena i.g.p. naturasì;1.69;1.65;2.37;500;ml;salse, sughi e condimenti;aceto balsamico
sale iposodico iodato;2.99;;;180;g;salse, sughi e condimenti;aceto balsamico
fattorie giacobazzi, aceto balsamico di modena igp;6.29;3.77;40.06;750;ml;salse, sughi e condimenti;aceto balsamico
corso duomo modena, aceto balsamico di modena igp;8.49;;;250;ml;salse, sughi e condimenti;aceto balsamico
cavicchioli, aceto balsamico di modena i.g.p.;5.69;;;250;ml;salse, sughi e condimenti;aceto balsamico
casato estense, aceto balsamico di modena igp;2.99;;;500;ml;salse, sughi e condimenti;aceto balsamico
fini 250ml aceto balsamico di modena;7.29;;;250;ml;salse, sughi e condimenti;aceto balsamico
ponti - aceto balsamico , di modena acidità 6%;5.99;;;500;ml;salse, sughi e condimenti;aceto balsamico
sale iodato;0.69;;;250;g;salse, sughi e condimenti;aceto balsamico
sale iodato fino;0.39;;;1000;g;salse, sughi e condimenti;aceto balsamico
sale alpino iodato fino;0.88;0.62;29.55;1000;g;salse, sughi e condimenti;aceto balsamico
sale marino iodato fino;0.69;;;250;g;salse, sughi e condimenti;aceto balsamico
sale marino iodato fino;0.39;;;1000;g;salse, sughi e condimenti;aceto balsamico
sale fino marino;0.17;;;1000;g;salse, sughi e condimenti;aceto balsamico
gli integrali sale rosa dell'himalaya fino;2.2;;;250;g;salse, sughi e condimenti;aceto balsamico
gli integrali sale grigio dell'atlantico fino;2.2;;;200;g;salse, sughi e condimenti;aceto balsamico
sale grosso;0.17;0.16;5.88;1000;g;salse, sughi e condimenti;sale fino e grosso
sale fino;0.17;0.16;5.88;1000;g;salse, sughi e condimenti;sale fino e grosso
sale di sicilia più iodio fino;0.68;0.44;35.29;1000;g;salse, sughi e condimenti;sale fino e grosso
sale di sicilia più iodio grosso;0.68;0.44;35.29;1000;g;salse, sughi e condimenti;sale fino e grosso
sale grosso himalaya;2.45;2.39;2.45;500;g;salse, sughi e condimenti;sale fino e grosso
maldon, cristalli di sale marino;3.99;3.69;7.52;125;g;salse, sughi e condimenti;sale fino e grosso
sale marino iodato grosso;0.5;0.4;20.0;1000;g;salse, sughi e condimenti;sale fino e grosso
sale marino iodato protetto grosso;1.29;1.26;2.33;500;g;salse, sughi e condimenti;sale fino e grosso
sale iposodico;2.89;1.95;32.53;180;g;salse, sughi e condimenti;sale fino e grosso
fior di sale integrale;0.56;0.37;33.93;1000;g;salse, sughi e condimenti;sale fino e grosso
le saunier de camargue, fleur de sel de camargue;4.15;3.86;6.99;125;g;salse, sughi e condimenti;sale fino e grosso
caber, presal sale marino iodato fino;1.29;;;220;g;salse, sughi e condimenti;sale fino e grosso
novosal, sale dietetico iposodico iodato;5.69;;;300;g;salse, sughi e condimenti;sale fino e grosso
montosco, sali dal mondo sale rosa himalaya;2.39;;;500;g;salse, sughi e condimenti;sale fino e grosso
italkali, sale di sicilia oro iodato grosso;0.75;;;1000;g;salse, sughi e condimenti;sale fino e grosso
italkali, sale di sicilia oro iodato fino;0.75;;;1000;g;salse, sughi e condimenti;sale fino e grosso
italkali, iposal sale iposodico iodato;3.9;;;200;g;salse, sughi e condimenti;sale fino e grosso
sosalt, sale marino iodato fino;1.41;;;500;g;salse, sughi e condimenti;sale fino e grosso
esselunga, sale iodato grosso;0.5;;;1000;g;salse, sughi e condimenti;sale fino e grosso
esselunga, sale iodato fino;0.5;;;1000;g;salse, sughi e condimenti;sale fino e grosso
gemma di mare - cis sale iodato grosso;0.84;;;1000;g;salse, sughi e condimenti;sale fino e grosso
sale grosso integr. mediterraneo;0.59;;;1000;g;salse, sughi e condimenti;sale fino e grosso
sale grosso rosa himalaya;2.99;;;1000;g;salse, sughi e condimenti;sale fino e grosso
sale fino rosa himalaya;2.99;;;1000;g;salse, sughi e condimenti;sale fino e grosso
sale iodato grosso;0.39;;;1000;g;salse, sughi e condimenti;sale fino e grosso
spargitore sale integrale;1.59;1.27;20.13;500;g;salse, sughi e condimenti;sale fino e grosso
sale rosa grosso integr. himalaya;3.59;2.79;22.28;1000;g;salse, sughi e condimenti;sale fino e grosso
sale rosa fino integrale himalaya;3.49;;;1000;g;salse, sughi e condimenti;sale fino e grosso
sale fino integrale mediterraneo;1.35;;;1000;g;salse, sughi e condimenti;sale fino e grosso
dante classico olio di oliva;7.19;4.85;32.55;1000;ml;salse, sughi e condimenti;olio (extra vergine e non)
paolo guardone oneglia, olio di oliva;6.99;;;1000;ml;salse, sughi e condimenti;olio (extra vergine e non)
monini, anfora olio di oliva;6.25;;;1000;ml;salse, sughi e condimenti;olio (extra vergine e non)
esselunga, olio di oliva;3.29;;;500;ml;salse, sughi e condimenti;olio (extra vergine e non)
esselunga, olio di oliva;5.79;;;1000;ml;salse, sughi e condimenti;olio (extra vergine e non)
sagra - il classico olio extra vergine di oliva;6.65;3.99;40.0;1000;ml;salse, sughi e condimenti;olio (extra vergine e non)
sasso - olio sasso, di oliva;6.59;;;1000;ml;salse, sughi e condimenti;olio (extra vergine e non)
olio di oliva;4.35;;;1000;ml;salse, sughi e condimenti;olio (extra vergine e non)
olio di oliva;8.29;;;2000;ml;salse, sughi e condimenti;olio (extra vergine e non)
olio d'oliva;6.59;3.65;44.61;1;lt;salse, sughi e condimenti;olio (extra vergine e non)
olio oliva;16.89;14.99;11.25;5000;ml;salse, sughi e condimenti;olio (extra vergine e non)
olio d'oliva;3.49;2.49;28.65;1000;ml;salse, sughi e condimenti;olio (extra vergine e non)
olio d'oliva bio;5.09;;;750;ml;salse, sughi e condimenti;olio (extra vergine e non)
olio di oliva;3.19;;;1;lt;salse, sughi e condimenti;olio (extra vergine e non)
olio di oliva;3.99;;;1;lt;salse, sughi e condimenti;olio (extra vergine e non)
olio d' oliva;5.29;2.99;43.48;1;lt;salse, sughi e condimenti;olio (extra vergine e non)
olio di oliva;4.55;;;1;lt;salse, sughi e condimenti;olio (extra vergine e non)
olio di oliva;4.99;2.79;44.09;1;lt;salse, sughi e condimenti;olio (extra vergine e non)
olio di oliva;5.29;2.99;43.48;1;lt;salse, sughi e condimenti;olio (extra vergine e non)
